ID,program,agency,address,city,state,zip,district,phone,fax,tdd,email,web,duration,description,eligibility,days,hours,ages,fees,access,translation,computer,leadership,leadershipage,appdeadline,requirements,translator,bus,locations,bart,volunteer,logo,minage,contactemail,photo,download,contact,contactphone,password,user,approved,other,notes,provider,mapaddress,services
48,Destiny Arts Center,,3900 Telegraph Ave.,Oakland,CA,94609,,(510) 597-1619,(510) 597-1620,,info@destinyarts.org,www.destinyarts.org,Year Round,"Destiny Arts Center promotes peaceful solutions to conflict and violence through the physical practice and artistic expression of Martial Arts dance and youth leadership experiences. Within Destiny Arts? multicultural community, youth come together to learn and challenge each other in an atmosphere of love and inspiration. Together Destiny participants build confidence leadership skills and self-esteem through dance theater  and outdoor education. Programs teach young people to become violence prevention/arts educators and community activists with skills to promote peaceful solutions to violence.",,,,"0-5, 6-12, 13-18",Sliding scale,Wheelchair access,,,,,,,,"57, 72, 73",,MacArthur,,,,info@destinyarts.org,nophoto.gif,,,,welcome,,Yes,,DONE 051206 - no changes,,3900 Telegraph Ave. 94609,"Cultural/Arts, Youth Leadership/Volunteer"
49,Donald P. McCullum Youth Court,,"337 17th Street, #205",Oakland,CA,94612,,(510) 832-5858,(510) 834-4421,,,www.youthcourt.org,Year Round,"The Donald P. McCullum Youth Court is a youth-driven, youth focused program. Staff of the McCullum Youth Court work closely with first time youth offenders and their families in order to provide the most effective and appropriate service. The McCullum Youth Court also promotes and values diversity.",,,,13-18,,Wheelchair access,"English, Spanish",,,,,,Yes,51,,19th St. Oakland,Yes,,minimum age: 12,racheal@youthcourt.org,nophoto.gif,,Racheal Sing,(510) 832-5858  302,welcome,,Yes,,,,"337 17th Street, 94612","Mentoring, Youth Leadership/Volunteer"
50,East Bay Agency for Children (EBAC),,303 Van Buren Avenue,Oakland,CA,94610,,(510)  268-3770,(510) 268-1073,,,,Year Round,"East Bay Agency for Children is dedicated to giving every child the opportunity to advance and thrive. They serve children who have suffered from abuse or neglect, are coping with the strain of living in poverty, or need help through a crisis in their lives.",,,,"0-5, 6-12, 13-18",No,Wheelchair access,,,,,,,,,,,Yes,,minimum age to volunteer:  21,,nophoto.gif,,,,welcome,,Yes,,,,303 Van Buren Avenue 94610,"Education/Academic Support, Family Support/Counseling"
51,East Bay Asian Youth Center (EBAYC),,2025 East 12th Street,Oakland,CA,94606,,(510) 533-1092,(510) 533-6825,,,www.ebayc.org,Year Round,"The East Bay Asian Youth Center provides long-term culturally-appropriate support to young people through case management, academic support, leadership development, and parent involvement.",,,,"6-12, 13-18",No,,,,,,,,,,,,,,,,nophoto.gif,,,,welcome,,Yes,,,,2025 East 12th Street 94606,"Cultural/Arts, Education/Academic Support, Family Support/Counseling"
52,East Bay Community Mediation,,1968 San Pablo Ave.,Berkeley,CA,94720,,(510) 548-2377,(510) 548-4051,,,,,,,,,,,,,,,,,,,,,,,,,info@ebcm.org,nophoto.gif,,Shar Etebar,,welcome,,No,,,,1968 San Pablo Ave. 94720,
53,East Bay Conservation Corps ? Project YES,,1021 Third Street,Oakland,CA,94607,,(510) 992-7800,(510) 992-7950,,,www.ebcc-school.org,Year Round,"Project YES (Youth Engaged in Service) is a 
comprehensive school-based service learning program serving eight schools in the Oakland Unified School District (OUSD), and a new K-8 Charter School. Project YES participants engage in classroom service learning projects, after-school service clubs, and a six week summer service learning program.",,,,"0-5, 6-12, 13-18",No,,,,,,,,,,,,Yes,,,info@ebcc-school.org,nophoto.gif,,,(510) 992-7800,welcome,,Yes,,DONE 051206,,1021 Third Street 94607,"Education/Academic Support, Employment/Job Readiness, Youth Leadership/Volunteer"
54,East Bay Habitat for Humanity,,"2619 Broadway Street, #205",Oakland,CA,94612,,(510) 251-6304,(510) 251-6309,,,www.eastbayhabitat.org,Year Round,East Bay Habitat for Humanity provides home ownership opportunities to low income families by selling homes at cost with a no-interest mortgage. Volunteer opportunities are mainly at the construction site helping to build homes.,,,,"0-5, 6-12, 13-18",No,,,,,,,,,,,,Yes,,minimum age: 16,,nophoto.gif,,,(510) 251-6304,welcome,,Yes,,,,"2619 Broadway Street, #205 94612","Family Support/Counseling, Youth Leadership/Volunteer"
57,"Teen Challenge, East Bay",,P.O. Box 5097,Oakland,CA,94605,,(510) 562-1141,(510) 562-4035,,kcarroll@teenchallenge.net,www.teenchallenge.net,Year Round,"East Bay Teen Challenge is a Christian based one year residential drug and alcohol rehabilitation program for male substance abusers. They provide counseling, job skills and information and referral for residents.",,,,13-18,Yes,"Wheelchair access, Restrooms wheelchair accessible",English,,,,,None,No,AC Transit line 40,,Coliseum/Oakland Airport,,,,,nophoto.gif,,Kevin Carrol,(510) 562-1141,welcome,,Yes,,DONE - rec fax 042106 ka,,,"Family Support/Counseling, Health/Wellness"
58,East Oakland Boxing Association (EOBA),,816 98th Avenue,Oakland,CA,94603,,(510) 569-7808,(510) 569-2620,,eoba_smartmoves@hotmail.com,www.eoba.org,Year Round,"The EOBA provides an after school and summer ?Smart Moves? program that includes homework tutoring, mentoring, sports, arts and crafts, computer lab, service learning projects, health and nutrition workshops, field trips and gardening. 
The EOBA also serves as a youth employment/training site.",,see below,,13-18,No,Wheelchair access,,,,,,,,,,,,,,,nophoto.gif,,Elizabeth Friedler,,welcome,,Yes,"The East Oakland Boxing Association and Smartmoves Program is open September-June, 3pm-6pm and July-August 11am-5pm. Free lunch is served during the summer months and snack is provided during after-school hours.",DONE w/ web 051206,,816 98th Avenue 94603,"Education/Academic Support, Recreational/Social"
59,East Oakland Youth Development Center,,8200 International Blvd.,Oakland,CA,94621,,(510) 569-8088,(510) 632-6942,,,www.eoydc.org,Year Round,"Contact: Regina Jackson

An adult educational program provides remedial courses for age 16-24.  The social recreational program involves activities such as arts and crafts, photography, field trips, and special events.  Physical development activities include martial arts, track and field, weightlifting and basketball.  Employment services include youth employment for age 15 and older, career counseling, Basic Education and GED instruction, as well as computer skills training.  Health education and promotional services are provided for adolescents and their families in the East Oakland area.  After school programs and physical development activities are also available to children age 6 and older.

PROJECT JOB OPPORTUNITY FOR YOUTH (JOY), for all youth and adults, provides development assistance in the areas of education and employment preparation, placement and advancement to include after-school tutoring and GED preparation classes, computer courses, work study and community exchange.

ART PROGRAM is open to youth age 6 and over.  Offers various art expressions both performing and visual by way of drama, West African dance, Steelpan, ceramic sculpture, painting, drawing and photography.

PHYSICAL DEVELOPMENT PROGRAM for age 6 and over engages youth in sports activities that expose them to team building.  Sportsmanship and discipline are also encouraged through basketball, baseball and track and field.",,"Monday-Thursday, Friday","9:00am-8:00pm, 9:00am-6:00pm","6-12, 13-18",None for most services. Martial arts classes; $50 registration fee plus purchase of uniform. $30/month for adults. $15/month for children.,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish",Computer training provided,,,,Age 6-24,,AC Transit 82 and 356 within 1 block,,Coliseum/Oakland Airport,,,,,nophoto.gif,,"Regina Jackson, Exec. Director",(510) 569-8088,welcome,,Yes,,DONE - 041206ka,,8200 International Blvd. 94621,"Cultural/Arts, Education/Academic Support, Employment/Job Readiness, Recreational/Social"
60,Education Guidance Center (EGC),,"2150 Kittredge Street, Suite 2A, #1060",Berkeley,CA,94704,,(510) 643-3223,(510) 643-3216,,,,Year Round,"The Education Guidance Center has a rich 24-year history of providing college advisory services to more than 2,500 secondary school students in East Bay schools. EGC also provides academic support, career advising, motivational activities and skill building workshops to current participants. EGC is a federally funded Department of Education trio sponsored program. It targets its services to low-income first generation college bound students.",,,,"6-12, 13-18",No,,,,,,,,No,,,Downtown Berkeley,Yes,,,nsanders@berkeley.edu,nophoto.gif,,Norris Sanders,(510)643-3223,welcome,,Yes,,,,2150 Kittredge Street 94704,Education/Academic Support
61,Eviction Defense Center,,"1611 Telegraph Avenue, #726",Oakland,CA,94612,,(510) 452-4541,(510) 452-4875,,,,Year Round,The Eviction Defense Center provides legal services and court representation for low-income tenants being evicted.,,,,"0-5, 6-12, 13-18",Sliding scale,Wheelchair access,"English, Spanish",,,,,,Yes,52,,12th St. Oakland City Center,Yes,,,,nophoto.gif,,,,welcome,,Yes,,,,"1611 Telegraph Avenue, 94612",Family Support/Counseling
62,Family Life Resource Center,,"2647 International Blvd., #419",Oakland,CA,94601,,(510) 261-6096,(510) 261-6498,,,,Year Round,"The Family Life Resource Center provides counseling, anger management, HIV education and testing, parenting education, teen parenting classes, teen support groups, and parenting support group.",,,,"6-12, 13-18",,,"English, Spanish",,,,,,Yes,"82, 40, 43",,Fruitvale,Yes,,,tigermedic842@cs.com,nophoto.gif,,,,welcome,,Yes,,,,"2647 International Blvd., 94601",Family Support/Counseling
65,Family Violence Law Center (FVLC),,P.O. Box 22009,Oakland,CA,94623,,(510) 208-0255,(510) 208-3557,,,,Year Round,"Contact: Shannon Jones

FVLC offers year-round crisis counseling, legal services, victim advocacy, and peer counseling groups for women and girls in abusive relationships. FVLC also heads the Oakland Relationship Abuse Prevention (RAP) Project, a community based program that teaches middle and high 
school youth how to recognize, avoid and deal with dating violence.",,Monday-Friday,9:00am-5:00pm,"6-12, 13-18",None,Wheelchair access,"English, Spanish",,,,,"Must be a resident of area served, or violence must have occurred in area served for legal services.",Yes,,,,Yes,,,,nophoto.gif,,Shannon Jones,"(50)208-0220, Crisis line-(510)208-0255",welcome,,Yes,,DONE - by phone 041206ka,,,"Education/Academic Support, Family Support/Counseling"
66,"Filipinos for Affirmative Action, Inc.",,"310 8th Street, #306",Oakland,CA,94607,,(510) 465-9876,(510) 465-7548,,,www.filipinos4action.org,Year Round,"Filipinos for Affirmative Action, Inc. offers many programs to low-income Filipino immigrants and their families. Employment counseling, citizenship, youth development, and small business development are just some of the programs.",,,,"0-5, 6-12, 13-18",No,Wheelchair access,,,,,,,,,,,,,,,nophoto.gif,,Roselli Ilano,,welcome,,Yes,,,,"310 8th Street, 94607","Employment/Job Readiness, Family Support/Counseling, Health/Wellness"
67,First Place Fund for Youth,,"1755 Broadway Street, #304",Oakland,CA,94612,,(510) 272-0979,(510) 272-9303,,,www.firstplacefund.org,Year Round,"First Place prevents poverty and homelessness among youth who ?age out? or ?emancipate? from the foster care system by providing access to resources and support. First Place also provides access to affordable housing, along with a comprehensive range of supportive services.",,,,13-18,No,Wheelchair access,,,,,,,,,,,,,,,nophoto.gif,,,,welcome,,Yes,,,,"1755 Broadway Street, 94612","Employment/Job Readiness, Family Support/Counseling"
68,Foot Print of Many Services,,,,,,,(510) 436-2869,(510) 436-0860,,,www.footprintofmany.org,,"Foot Print of Many provides educational and activity programs for children and youth to help them make a footprint in the right direction. Foot Print of Many offers tutoring, mentoring, dance classes, computer training, reading, writing, anger management for teens, and food giveaways on Tuesdays from 10-11 am by appointment only.",,,,"0-5, 6-12, 13-18",Yes,Wheelchair access,,,,,,,,,,,,,,,nophoto.gif,,,,welcome,,No,,,,,"Education/Academic Support, Mentoring, Recreational/Social"
69,Fred Finch Youth Center,,3800 Coolidge Avenue,Oakland,CA,94602,,(510) 482-2244,(510) 488-1960,,,,Year Round,"Fred Finch Youth Center offers residential, transitional, independent living and day programs for youth and young adults with emotional, social and/or psychiatric problems. The Center school is in session year-round and provides an individual educational program for each student. There is also a Transitional Assistance Program, a California House, day treatment services and a referral service center. Fred Finch Youth Center also provides mental health/day treatment services in Oakland?s public schools and is the lead agency with seven other Alameda County community based organizations for a runaway and homeless youth collaborative.",,,,13-18,,Wheelchair access,,,,,,,,,,,,,,,nophoto.gif,,,,welcome,,Yes,,faxed 041306-wait,,3800 Coolidge Avenue 94602,"Family Support/Counseling, Health/Wellness"
70,Girl Scouts of San Francisco Bay Area,,"7700 Edgewater Drive, #340",Oakland,CA,94621,,(800) 447-4475,(510) 562-8470,,,www.girlscoutsbayarea.org,Year Round,"Contact: Joyce Richards

Offers an informal educational program for girls from diverse racial, ethnic and economic backgrounds in grades K-12.  The programs are centered around the interests and abilities of the girls, directed toward their growth, enjoyment and self-realization.  Offers weekly or semi-monthly group meetings with volunteer leaders in each community.  Girls with disabilities are welcome and resource booklets about working with girls with disabilities are available.  Also has recruitment materials in Chinese, Tagalog and Spanish.

WEEKEND ADVENTURES, SUMMER DAY, AND RESIDENT CAMP is offered for girls in grades 2-12, both Scout and non-Scout.

SUMMER CAMP PROGRAM includes camps throughout the state with sessions that vary from 5-8 days.  The emphasis is on socializing and learning new skills in an outdoor environment.  The Council will make every attempt to accommodate those with special needs.","Girls, age 5-17. Adult membership open to age 18 or over",Monday-Friday,8:30am-5:00pm,"6-12, 13-18",$10 per year - varies for camp programs,Wheelchair access,"English, Spanish",,,,,,Many languages,AC Transit line 98 within 1 block,,Coliseum/Oakland Airport,Yes,,minimum age: 13,,nophoto.gif,,"Joyce Richards, Exec Dir",(800) 447-4475,welcome,,Yes,,DONE - 041306 ka,,"7700 Edgewater Drive, 94621","Recreational/Social, Youth Leadership/Volunteer"
